mode,block,sample,segment,response_ratio
lift_early,0,64,1,0.558029480602677
lift_early,0,65,1,0.6757862244155067
lift_early,0,66,1,0.7755052055187188
lift_early,0,67,1,0.8550060779636386
lift_early,0,68,1,0.9146056038020259
lift_early,0,69,1,0.9569343134436643
lift_early,0,70,1,0.9816446047194199
lift_early,0,71,1,0.994500792103283
lift_early,0,72,1,0.9996004420129169
lift_early,0,73,1,1.0022318313147236
lift_early,0,74,1,1.0026080080305062
lift_early,0,75,1,1.0019326253940242
lift_early,0,76,1,1.0011749519447637
lift_early,0,77,1,1.0005218117207921
lift_early,0,78,1,0.9997273178600531
lift_early,0,79,1,1.000161410736429
lift_early,0,80,1,1.00032636164559
lift_early,0,81,1,1.0000351359942583
lift_early,0,82,1,0.9999286514817697
lift_early,0,83,1,1.000976026314549
lift_early,0,84,1,1.0022165827270586
lift_early,0,85,1,1.0016340586700432
lift_early,0,86,1,1.0011940018420822
lift_early,0,87,1,1.0009492588471025
lift_early,0,88,1,1.0016050774242578
lift_early,0,89,1,1.001501919430157
lift_early,0,90,1,1.000637030578498
lift_early,0,91,1,0.9996981836497177
lift_early,0,92,1,0.999428301377474
lift_early,0,93,1,0.9991237416048541
lift_early,0,94,1,0.9995426290334691
lift_early,0,95,1,1.0000076533481812
lift_early,0,96,1,1.0001255241758502
lift_early,0,97,1,0.9997143233606257
lift_early,0,98,1,0.9992304166167645
lift_early,0,99,1,0.9989151573857878
lift_early,0,100,2,0.9989151573857878
lift_early,0,101,2,0.9990831103181046
lift_early,0,102,2,0.9992509774640297
lift_early,0,103,2,0.9994187588016036
lift_early,0,104,2,0.9995864543089037
lift_early,0,105,2,0.999754063247862
lift_early,0,106,2,0.9996809252704346
lift_early,0,107,2,0.9995220621708111
lift_early,0,108,2,0.9993781622817167
lift_early,0,109,2,0.9992339747626736
lift_early,0,110,2,0.99908915602864
lift_early,0,111,2,0.9990428152708214
lift_early,0,112,2,0.9997979788160055
lift_early,0,113,2,1.0042413597368516
lift_early,0,114,2,1.0099171533248243
lift_early,0,115,2,1.0157740280366154
lift_early,0,116,2,1.0220449650358718
lift_early,0,117,2,1.0278777316139471
lift_early,0,118,2,1.0334916959994063
lift_early,0,119,2,1.0295321298612798
lift_early,0,120,2,1.0186915316281835
lift_early,0,121,2,1.0061676448822767
lift_early,0,122,2,0.9926434810291167
lift_early,0,123,2,0.9757513941770947
lift_early,0,124,2,0.9588337667653416
lift_early,0,125,2,0.94768381661526
lift_early,0,126,2,0.9421854143272883
lift_early,0,127,2,0.9365081573084234
lift_early,0,128,2,0.9343289967334548
lift_early,0,129,2,0.9331058413316872
lift_early,0,130,2,0.9314846102261446
lift_early,0,131,2,0.9319651792089773
lift_early,0,132,2,0.9364730715056894
lift_early,0,133,2,0.941316350761004
lift_early,0,134,2,0.9466481379670141
lift_early,0,135,2,0.9517506044649232
lift_early,0,136,2,0.9567339943794922
lift_early,0,137,2,0.9602785386782579
lift_early,0,138,2,0.9596385851034676
lift_early,0,139,2,0.9567227471103225
lift_early,0,140,2,0.9535064202920447
lift_early,0,141,2,0.9502875106784603
lift_early,0,142,2,0.9470694421587168
lift_early,0,143,2,0.9441404949286687
lift_early,0,144,2,0.9428232403752662
lift_early,0,145,2,0.9410277878530476
lift_early,0,146,2,0.9392341638995423
lift_early,0,147,2,0.9374390559674294
lift_early,0,148,2,0.9356424666367092
lift_early,0,149,2,0.933844398491003
lift_early,1,0,0,0.0
lift_early,1,1,0,-1.3550963483071655e-06
lift_early,1,2,0,-8.892399759216703e-06
lift_early,1,3,0,-7.773465782289512e-08
lift_early,1,4,0,3.228402856942826e-05
lift_early,1,5,0,7.170491793996126e-05
lift_early,1,6,0,0.00014295043405958738
lift_early,1,7,0,0.0002410823604351136
lift_early,1,8,0,0.00032188401714548
lift_early,1,9,0,0.0004012704761122892
lift_early,1,10,0,0.0004973824024158198
lift_early,1,11,0,0.0005773314341998526
lift_early,1,12,0,0.0006068206258895952
lift_early,1,13,0,0.0011622255733664526
lift_early,1,14,0,0.0012155651034416082
lift_early,1,15,0,0.0011868885290425694
lift_early,1,16,0,0.0010031593521602827
lift_early,1,17,0,0.0008449615486382988
lift_early,1,18,0,0.00044110721638066836
lift_early,1,19,0,6.401878656017076e-06
lift_early,1,20,0,0.0028488825030937026
lift_early,1,21,0,0.016083451902470423
lift_early,1,22,0,-0.0018872948985287983
lift_early,1,23,0,-0.005653097979135106
lift_early,1,24,0,-0.02856721432625812
lift_early,1,25,0,-0.04527079713739782
lift_early,1,26,0,0.01915126319884118
lift_early,1,27,0,0.0201909616963964
lift_early,1,28,0,0.008758725760128266
lift_early,1,29,0,0.013514122146550662
lift_early,1,30,0,0.017335308076704282
lift_early,1,31,0,0.0201280143934859
lift_early,1,32,0,0.022795693009071052
lift_early,1,33,0,0.03556280807630492
lift_early,1,34,0,0.02996974336999354
lift_early,1,35,0,0.023007197170261035
lift_early,1,36,0,-0.023291209203491318
lift_early,1,37,0,-0.010732011246411299
lift_early,1,38,0,-0.004352896193299304
lift_early,1,39,0,-0.00767172531730623
lift_early,1,40,0,-0.010116652624150424
lift_early,1,41,0,-0.011325300415250103
lift_early,1,42,0,-0.012100018640104392
lift_early,1,43,0,-0.012591568397460645
lift_early,1,44,0,-0.01297418188796933
lift_early,1,45,0,-0.013264458149285901
lift_early,1,46,0,-0.013540424970570404
lift_early,1,47,0,-0.01390850016921659
lift_early,1,48,0,-0.01444313915723617
lift_early,1,49,0,-0.01451675952616374
lift_early,1,50,1,-0.01451675952616374
lift_early,1,51,1,-0.015022917386983197
lift_early,1,52,1,-0.015278103509747369
lift_early,1,53,1,-0.015266057350251586
lift_early,1,54,1,-0.014996265722306145
lift_early,1,55,1,-0.014569354697610538
lift_early,1,56,1,-0.014830558312518102
lift_early,1,57,1,-0.010781667403034802
lift_early,1,58,1,0.008042855393635258
lift_early,1,59,1,0.04779128291021309
lift_early,1,60,1,0.10731519567961308
lift_early,1,61,1,0.1894977385732938
lift_early,1,62,1,0.30618449698709493
lift_early,1,63,1,0.4558448064687454
lift_early,1,64,1,0.5925382752463199
lift_early,1,65,1,0.7133748392967686
lift_early,1,66,1,0.819250778778836
lift_early,1,67,1,0.8948859368131958
lift_early,1,68,1,0.9541292697456477
lift_early,1,69,1,0.982164385923388
lift_early,1,70,1,1.0049079781304888
lift_early,1,71,1,1.0142447374967343
lift_early,1,72,1,1.0249995540792793
lift_early,1,73,1,1.023182159124539
lift_early,1,74,1,1.0236167110749814
lift_early,1,75,1,1.0225229004495375
lift_early,1,76,1,1.0201093648301514
lift_early,1,77,1,1.020686747832999
lift_early,1,78,1,1.015481737032906
lift_early,1,79,1,1.0167489018039413
lift_early,1,80,1,1.0115049519409791
lift_early,1,81,1,1.012169389779696
lift_early,1,82,1,1.0084186606236611
lift_early,1,83,1,1.0046492851321374
lift_early,1,84,1,0.9950411128619713
lift_early,1,85,1,0.9950721152586238
lift_early,1,86,1,0.9933564169913502
lift_early,1,87,1,0.9964487531128534
lift_early,1,88,1,0.9963020474642432
lift_early,1,89,1,0.9962754256584406
lift_early,1,90,1,0.9956660526296331
lift_early,1,91,1,0.9951792715862925
lift_early,1,92,1,0.9948484018894089
lift_early,1,93,1,0.9947208215787459
lift_early,1,94,1,0.9950702391086773
lift_early,1,95,1,0.9951475637844686
lift_early,1,96,1,0.9950211494019777
lift_early,1,97,1,0.9950674707719626
lift_early,1,98,1,0.9952975302178845
lift_early,1,99,1,0.9957397241308149
lift_early,1,100,2,0.9957397241308149
lift_early,1,101,2,0.9958595636680171
lift_early,1,102,2,0.995979408291459
lift_early,1,103,2,0.9960992579883988
lift_early,1,104,2,0.996219112746085
lift_early,1,105,2,0.9963310494031998
lift_early,1,106,2,0.9963905121172933
lift_early,1,107,2,0.9964760621454039
lift_early,1,108,2,0.9965639839531923
lift_early,1,109,2,0.9966517371879382
lift_early,1,110,2,0.9967515323116355
lift_early,1,111,2,0.9970658255146891
lift_early,1,112,2,0.998680072721616
lift_early,1,113,2,1.0056121731236003
lift_early,1,114,2,1.01431800349413
lift_early,1,115,2,1.0204662730788088
lift_early,1,116,2,1.0206435761735917
lift_early,1,117,2,1.0364736533364771
lift_early,1,118,2,1.0600306612549053
lift_early,1,119,2,1.0773154826909075
lift_early,1,120,2,1.086979718392181
lift_early,1,121,2,1.0904417486158897
lift_early,1,122,2,1.0831773067448884
lift_early,1,123,2,1.039116169870245
lift_early,1,124,2,0.9953273162019136
lift_early,1,125,2,0.9557250681627264
lift_early,1,126,2,0.9203117249840805
lift_early,1,127,2,0.8848859171910762
lift_early,1,128,2,0.8671092749166661
lift_early,1,129,2,0.8543831050959376
lift_early,1,130,2,0.8550048692907714
lift_early,1,131,2,0.8672773521626783
lift_early,1,132,2,0.884037647560552
lift_early,1,133,2,0.9005765083960844
lift_early,1,134,2,0.9167259498739448
lift_early,1,135,2,0.9180606972874571
lift_early,1,136,2,0.91290194166376
lift_early,1,137,2,0.9074660947513825
lift_early,1,138,2,0.9019664200773674
lift_early,1,139,2,0.8939197108846396
lift_early,1,140,2,0.8945949053013389
lift_early,1,141,2,0.8976804805352723
lift_early,1,142,2,0.9007917228358787
lift_early,1,143,2,0.9039030443948871
lift_early,1,144,2,0.9087634268513151
lift_early,1,145,2,0.9087552910076725
lift_early,1,146,2,0.9079746898274191
lift_early,1,147,2,0.9071866052607032
lift_early,1,148,2,0.9063910351378252
lift_early,1,149,2,0.9055879773804806
lift_early,2,0,0,0.0
lift_early,2,1,0,-2.2917789508865735e-05
lift_early,2,2,0,3.0208895029806857e-05
lift_early,2,3,0,-7.334537067715871e-05
lift_early,2,4,0,2.255244979890356e-05
lift_early,2,5,0,-9.259910931025282e-05
lift_early,2,6,0,3.881145338401027e-06
lift_early,2,7,0,8.960898822059821e-05
lift_early,2,8,0,1.2487206523979788e-05
lift_early,2,9,0,-4.252533197904061e-05
lift_early,2,10,0,-6.140964495223098e-05
lift_early,2,11,0,-2.772333980165397e-05
lift_early,2,12,0,-0.00012366298503883912
lift_early,2,13,0,-2.578620469902757e-05
lift_early,2,14,0,0.00011619946679123224
lift_early,2,15,0,5.7377038147944543e-05
lift_early,2,16,0,0.00013930259159761064
lift_early,2,17,0,-8.306627160441028e-05
lift_early,2,18,0,7.169905280902459e-06
lift_early,2,19,0,-0.00016939896923524517
lift_early,2,20,0,0.0005652247212609185
lift_early,2,21,0,0.002507193611048462
lift_early,2,22,0,9.774119072998313e-05
lift_early,2,23,0,0.0002062627453575444
lift_early,2,24,0,-0.008825694356538138
lift_early,2,25,0,-0.009397153531056076
lift_early,2,26,0,-0.005528019012454143
lift_early,2,27,0,-0.0016263544017358262
lift_early,2,28,0,0.002823114300452836
lift_early,2,29,0,0.009324226252063505
lift_early,2,30,0,0.011201397434716822
lift_early,2,31,0,0.012597870552312311
lift_early,2,32,0,0.012470137541633
lift_early,2,33,0,0.008029130828556141
lift_early,2,34,0,0.011118082572934562
lift_early,2,35,0,0.011546495859164533
lift_early,2,36,0,-0.019147548403904962
lift_early,2,37,0,-0.046274071083234364
lift_early,2,38,0,-0.03202836736314779
lift_early,2,39,0,-0.029697698911671167
lift_early,2,40,0,-0.03077534914394652
lift_early,2,41,0,-0.03125414803390344
lift_early,2,42,0,-0.031954908474173316
lift_early,2,43,0,-0.030924890285302088
lift_early,2,44,0,-0.029780775863265514
lift_early,2,45,0,-0.030345600642037257
lift_early,2,46,0,-0.030721663244397217
lift_early,2,47,0,-0.03087545084210501
lift_early,2,48,0,-0.030942617830700018
lift_early,2,49,0,-0.03152414420010855
lift_early,2,50,1,-0.03152414420010855
lift_early,2,51,1,-0.031447409888014345
lift_early,2,52,1,-0.031345339655558836
lift_early,2,53,1,-0.03161219682136394
lift_early,2,54,1,-0.03180851319823471
lift_early,2,55,1,-0.031588395672869495
lift_early,2,56,1,-0.03006554972787275
lift_early,2,57,1,-0.023340736506094573
lift_early,2,58,1,-6.496990587749839e-05
lift_early,2,59,1,0.04871618526026483
lift_early,2,60,1,0.12741094419776405
lift_early,2,61,1,0.23070852580591036
lift_early,2,62,1,0.349346987483357
lift_early,2,63,1,0.4770792408016198
lift_early,2,64,1,0.6032243112749173
lift_early,2,65,1,0.7140709978832653
lift_early,2,66,1,0.8068362121746256
lift_early,2,67,1,0.8784334330774448
lift_early,2,68,1,0.9313560403390589
lift_early,2,69,1,0.9666119863018231
lift_early,2,70,1,0.9850163809669845
lift_early,2,71,1,0.9929346176796825
lift_early,2,72,1,0.9970318192815318
lift_early,2,73,1,0.999213471026354
lift_early,2,74,1,1.0002692579512906
lift_early,2,75,1,1.0003531582149547
lift_early,2,76,1,1.000301883465222
lift_early,2,77,1,1.0000257778908053
lift_early,2,78,1,0.9994775292916224
lift_early,2,79,1,0.9993188500504938
lift_early,2,80,1,0.9991017696016878
lift_early,2,81,1,0.9993447691161613
lift_early,2,82,1,1.000027439525192
lift_early,2,83,1,1.0000524968726268
lift_early,2,84,1,0.9996009588830238
lift_early,2,85,1,0.9996855459846548
lift_early,2,86,1,0.9998843017433066
lift_early,2,87,1,0.9996300396139689
lift_early,2,88,1,0.9994837404409508
lift_early,2,89,1,0.9990773712502797
lift_early,2,90,1,0.9983648948142824
lift_early,2,91,1,0.9976225671390099
lift_early,2,92,1,0.9972478231927636
lift_early,2,93,1,0.9974189361029767
lift_early,2,94,1,0.9981288508134964
lift_early,2,95,1,0.9983257013275266
lift_early,2,96,1,0.997694059671927
lift_early,2,97,1,0.9973168590450272
lift_early,2,98,1,0.9974228676964013
lift_early,2,99,1,0.9976027796419245
lift_early,2,100,2,0.9976027796419245
lift_early,2,101,2,0.99749624016526
lift_early,2,102,2,0.9973896423832175
lift_early,2,103,2,0.9972829863200592
lift_early,2,104,2,0.9971762720001155
lift_early,2,105,2,0.9970695694912469
lift_early,2,106,2,0.9970665373470707
lift_early,2,107,2,0.9971775578197689
lift_early,2,108,2,0.9972930630848422
lift_early,2,109,2,0.9974085375381394
lift_early,2,110,2,0.9975240752320226
lift_early,2,111,2,0.9979999204823614
lift_early,2,112,2,1.0013555744301377
lift_early,2,113,2,1.0169370436719558
lift_early,2,114,2,1.0365934995559145
lift_early,2,115,2,1.0559374477022636
lift_early,2,116,2,1.0745525093775348
lift_early,2,117,2,1.0954193346229466
lift_early,2,118,2,1.1172811320719402
lift_early,2,119,2,1.1280659155233417
lift_early,2,120,2,1.1338477817926729
lift_early,2,121,2,1.1419843092843103
lift_early,2,122,2,1.1506646614020257
lift_early,2,123,2,1.1608537955989389
lift_early,2,124,2,1.171060027245858
lift_early,2,125,2,1.1818455695903372
lift_early,2,126,2,1.1931881990786584
lift_early,2,127,2,1.2045172905181258
lift_early,2,128,2,1.212372578864197
lift_early,2,129,2,1.2192655787929598
lift_early,2,130,2,1.226176069309929
lift_early,2,131,2,1.224589359458175
lift_early,2,132,2,1.208824754893374
lift_early,2,133,2,1.1923340146132546
lift_early,2,134,2,1.174366921602742
lift_early,2,135,2,1.1564593896068087
lift_early,2,136,2,1.1385788348718024
lift_early,2,137,2,1.1248297221602035
lift_early,2,138,2,1.1234653179988239
lift_early,2,139,2,1.116110525855513
lift_early,2,140,2,1.108248540249695
lift_early,2,141,2,1.1004461553478866
lift_early,2,142,2,1.0926428475943186
lift_early,2,143,2,1.0854471845028555
lift_early,2,144,2,1.0828891767441735
lift_early,2,145,2,1.0807473141076873
lift_early,2,146,2,1.0785989785248165
lift_early,2,147,2,1.0764506085534726
lift_early,2,148,2,1.0743022139103997
lift_early,2,149,2,1.0721538043178651
lift_early,3,0,0,0.013236709613535009
lift_early,3,1,0,0.013194873167374938
lift_early,3,2,0,0.013103556478860029
lift_early,3,3,0,0.012874656556231911
lift_early,3,4,0,0.012581947168991066
lift_early,3,5,0,0.012247639640122742
lift_early,3,6,0,0.011738196162280496
lift_early,3,7,0,0.011186703317639013
lift_early,3,8,0,0.01052596403009747
lift_early,3,9,0,0.009740893849422087
lift_early,3,10,0,0.00889453056651666
lift_early,3,11,0,0.00796316063085691
lift_early,3,12,0,0.007058889834173958
lift_early,3,13,0,0.005751481882231111
lift_early,3,14,0,0.0046706286703018535
lift_early,3,15,0,0.0038048021815297785
lift_early,3,16,0,0.003011485653245272
lift_early,3,17,0,0.0021983598875041552
lift_early,3,18,0,0.001464844009826008
lift_early,3,19,0,0.0009055999120558571
lift_early,3,20,0,0.001396346492671961
lift_early,3,21,0,0.0007172286727561034
lift_early,3,22,0,0.019321050065382706
lift_early,3,23,0,0.029662057527918163
lift_early,3,24,0,0.01236178451659886
lift_early,3,25,0,0.029195231136566007
lift_early,3,26,0,-0.021206140150219488
lift_early,3,27,0,-0.024471771330248946
lift_early,3,28,0,-0.006594319244805194
lift_early,3,29,0,-0.0046156366825082715
lift_early,3,30,0,-0.0048063836947539115
lift_early,3,31,0,0.0031846776993576967
lift_early,3,32,0,-0.0082506248159814
lift_early,3,33,0,-0.0017516762763279323
lift_early,3,34,0,0.009169762866619028
lift_early,3,35,0,0.014723212591809821
lift_early,3,36,0,0.013662065937094688
lift_early,3,37,0,-0.030186790927063948
lift_early,3,38,0,-0.014816342415817281
lift_early,3,39,0,-0.008027360411555834
lift_early,3,40,0,-0.011645916779120474
lift_early,3,41,0,-0.013319613946130777
lift_early,3,42,0,-0.015154151017412618
lift_early,3,43,0,-0.016464513096849806
lift_early,3,44,0,-0.01706106838663449
lift_early,3,45,0,-0.01772262927008952
lift_early,3,46,0,-0.018279814640730207
lift_early,3,47,0,-0.018828753155845916
lift_early,3,48,0,-0.019331213524107355
lift_early,3,49,0,-0.0198877722892529
lift_early,3,50,1,-0.0198877722892529
lift_early,3,51,1,-0.02023900977833978
lift_early,3,52,1,-0.020614817513283624
lift_early,3,53,1,-0.020754311232887165
lift_early,3,54,1,-0.020882520644232405
lift_early,3,55,1,-0.02093571111126118
lift_early,3,56,1,-0.019507344995359232
lift_early,3,57,1,-0.010454627653105572
lift_early,3,58,1,0.015544192124443426
lift_early,3,59,1,0.06721074770723164
lift_early,3,60,1,0.1452663241766354
lift_early,3,61,1,0.25336848553629304
lift_early,3,62,1,0.37800740800321814
lift_early,3,63,1,0.5048602202539877
lift_early,3,64,1,0.6269987304530251
lift_early,3,65,1,0.73152458526993
lift_early,3,66,1,0.815134186323767
lift_early,3,67,1,0.8844624997344295
lift_early,3,68,1,0.9354953148549976
lift_early,3,69,1,0.9694305135240046
lift_early,3,70,1,0.9827617461717896
lift_early,3,71,1,0.9878961576793645
lift_early,3,72,1,0.9896641682566046
lift_early,3,73,1,0.9890373207129369
lift_early,3,74,1,0.9894949496985056
lift_early,3,75,1,0.9895131992090019
lift_early,3,76,1,0.9894803850202307
lift_early,3,77,1,0.9894043274436505
lift_early,3,78,1,0.9891603301115786
lift_early,3,79,1,0.99000147127517
lift_early,3,80,1,0.991459516092487
lift_early,3,81,1,0.9967810793707431
lift_early,3,82,1,0.9981754335847658
lift_early,3,83,1,0.9999634084948007
lift_early,3,84,1,1.0013158950138454
lift_early,3,85,1,0.9984831023904781
lift_early,3,86,1,0.9995996809838212
lift_early,3,87,1,1.0007571806136748
lift_early,3,88,1,1.0018759058034747
lift_early,3,89,1,1.0016597041251927
lift_early,3,90,1,1.0009120334910089
lift_early,3,91,1,1.0003334307000162
lift_early,3,92,1,1.000340154673985
lift_early,3,93,1,1.0006398705357835
lift_early,3,94,1,1.00106770407087
lift_early,3,95,1,1.0011565955054333
lift_early,3,96,1,1.000655564758239
lift_early,3,97,1,1.0004073521486314
lift_early,3,98,1,1.0004559361017988
lift_early,3,99,1,1.000603884492122
lift_early,3,100,2,1.000603884492122
lift_early,3,101,2,1.0005170913069998
lift_early,3,102,2,1.0004302829257428
lift_early,3,103,2,1.0003434593566425
lift_early,3,104,2,1.0002566206080081
lift_early,3,105,2,1.0001748734119613
lift_early,3,106,2,1.000144552328443
lift_early,3,107,2,1.000103653020214
lift_early,3,108,2,1.000062889737426
lift_early,3,109,2,1.000022112964473
lift_early,3,110,2,1.000003884710457
lift_early,3,111,2,1.0002743931288975
lift_early,3,112,2,1.0021329147910825
lift_early,3,113,2,1.0016080406542185
lift_early,3,114,2,1.0002880510554173
lift_early,3,115,2,0.9962869511583808
lift_early,3,116,2,0.9862123279558591
lift_early,3,117,2,0.9664380205257471
lift_early,3,118,2,0.9418054314480324
lift_early,3,119,2,0.9205226697838683
lift_early,3,120,2,0.906424140553229
lift_early,3,121,2,0.9001058762992992
lift_early,3,122,2,0.8952784271114028
lift_early,3,123,2,0.9006641299691657
lift_early,3,124,2,0.9059631730892419
lift_early,3,125,2,0.9116247084167508
lift_early,3,126,2,0.9176953443277293
lift_early,3,127,2,0.9237407053009766
lift_early,3,128,2,0.9313006810717676
lift_early,3,129,2,0.9411181026146248
lift_early,3,130,2,0.9448809174560066
lift_early,3,131,2,0.9460510545313706
lift_early,3,132,2,0.9496285930269712
lift_early,3,133,2,0.9525810300856231
lift_early,3,134,2,0.9542861452051999
lift_early,3,135,2,0.956799404366388
lift_early,3,136,2,0.9594071906229641
lift_early,3,137,2,0.962175385278901
lift_early,3,138,2,0.9654396683665168
lift_early,3,139,2,0.9693012384598085
lift_early,3,140,2,0.9700904716933665
lift_early,3,141,2,0.9700899190390672
lift_early,3,142,2,0.9700853759744641
lift_early,3,143,2,0.9693893036388626
lift_early,3,144,2,0.9660157076591623
lift_early,3,145,2,0.9641249374814217
lift_early,3,146,2,0.9623916033231731
lift_early,3,147,2,0.9606581617688228
lift_early,3,148,2,0.9589246121568046
lift_early,3,149,2,0.9571909538257994
lift_early,4,0,0,0.0
lift_early,4,1,0,-2.6121616140327014e-06
lift_early,4,2,0,-6.620821847889843e-06
lift_early,4,3,0,-8.387891669178436e-06
lift_early,4,4,0,-9.896524401541334e-06
lift_early,4,5,0,-1.1126751448135064e-05
lift_early,4,6,0,-1.0954237319901986e-05
lift_early,4,7,0,-1.5609399468550255e-05
lift_early,4,8,0,-1.836777417025248e-05
lift_early,4,9,0,-2.433413035115451e-05
lift_early,4,10,0,-3.154167409762044e-05
lift_early,4,11,0,-3.9124799957391636e-05
lift_early,4,12,0,-3.4414757763198875e-05
lift_early,4,13,0,1.0343758363515408e-05
lift_early,4,14,0,2.5840972946619226e-05
lift_early,4,15,0,6.116058331287357e-06
lift_early,4,16,0,-2.227314155265356e-05
lift_early,4,17,0,-4.4674832019550336e-05
lift_early,4,18,0,-5.42668280384706e-05
lift_early,4,19,0,-6.354260631231792e-05
lift_early,4,20,0,0.0011940297072942972
lift_early,4,21,0,0.0037416175410222054
lift_early,4,22,0,0.004054752051361344
lift_early,4,23,0,-0.0008637100737656803
lift_early,4,24,0,-0.004320634734029239
lift_early,4,25,0,-0.01556244099156373
lift_early,4,26,0,0.0014777629118538423
lift_early,4,27,0,0.005503908016522792
lift_early,4,28,0,0.007590304393820468
lift_early,4,29,0,0.007093932300824771
lift_early,4,30,0,0.009464298236951602
lift_early,4,31,0,0.014525107843312525
lift_early,4,32,0,0.016388221240645925
lift_early,4,33,0,0.031623414093315615
lift_early,4,34,0,0.02307539969245201
lift_early,4,35,0,0.022060015364914407
lift_early,4,36,0,-0.017786233014429147
lift_early,4,37,0,-0.07460454052751961
lift_early,4,38,0,-0.05451400711441873
lift_early,4,39,0,-0.05647328709330814
lift_early,4,40,0,-0.056912905115611735
lift_early,4,41,0,-0.05732986355847781
lift_early,4,42,0,-0.05752628487649606
lift_early,4,43,0,-0.05781706468116051
lift_early,4,44,0,-0.06399467710727193
lift_early,4,45,0,-0.06842486368977423
lift_early,4,46,0,-0.06800800613702486
lift_early,4,47,0,-0.0676614735863972
lift_early,4,48,0,-0.06806160622425111
lift_early,4,49,0,-0.06697383705041601
lift_early,4,50,1,-0.06697383705041601
lift_early,4,51,1,-0.07216708835497165
lift_early,4,52,1,-0.07297740033234938
lift_early,4,53,1,-0.07308863853039264
lift_early,4,54,1,-0.07229165797829464
lift_early,4,55,1,-0.0721133970293794
lift_early,4,56,1,-0.07020489595101179
lift_early,4,57,1,-0.06306400523507862
lift_early,4,58,1,-0.04139178910217007
lift_early,4,59,1,0.00448574759301647
lift_early,4,60,1,0.08317780194978355
lift_early,4,61,1,0.1827922871047817
lift_early,4,62,1,0.30113047473156057
lift_early,4,63,1,0.4293801690976026
lift_early,4,64,1,0.5601523307863413
lift_early,4,65,1,0.6801851710000122
lift_early,4,66,1,0.7813269140796099
lift_early,4,67,1,0.861525402300698
lift_early,4,68,1,0.9219209457911433
lift_early,4,69,1,0.9626593097826314
lift_early,4,70,1,0.9840027128346268
lift_early,4,71,1,0.9955387718158107
lift_early,4,72,1,1.0001231199931164
lift_early,4,73,1,1.0024756873003677
lift_early,4,74,1,1.003517104203303
lift_early,4,75,1,1.00352875907618
lift_early,4,76,1,1.0028872108089006
lift_early,4,77,1,1.0020364081734376
lift_early,4,78,1,1.000959117755584
lift_early,4,79,1,1.0006192256197552
lift_early,4,80,1,1.0005806961921453
lift_early,4,81,1,1.0004613649695495
lift_early,4,82,1,1.0006286773592816
