dataset,episode_index,grasp_progress,tilt_deg
insert_jc_fix_3,0,0.59,0.9971901106447097
insert_jc_fix_3,0,0.6,0.9213580372496772
insert_jc_fix_3,0,0.61,0.807738679324768
insert_jc_fix_3,0,0.62,0.7277631608964688
insert_jc_fix_3,0,0.63,0.7077590479401781
insert_jc_fix_3,0,0.64,0.7209187675400647
insert_jc_fix_3,0,0.65,0.7747723291780906
insert_jc_fix_3,0,0.66,0.7866522700745308
insert_jc_fix_3,0,0.67,0.7962153808164277
insert_jc_fix_3,0,0.68,0.7806848045110923
insert_jc_fix_3,0,0.6900000000000001,0.7795228537233337
insert_jc_fix_3,0,0.7000000000000001,0.7769923480711509
insert_jc_fix_3,0,0.71,0.7764441027451408
insert_jc_fix_3,0,0.72,0.7829201719178744
insert_jc_fix_3,0,0.73,0.7844566124325905
insert_jc_fix_3,0,0.74,0.783867322894349
insert_jc_fix_3,0,0.75,0.7835534469675934
insert_jc_fix_3,0,0.76,0.7835812120556302
insert_jc_fix_3,0,0.77,0.7838365279189936
insert_jc_fix_3,0,0.78,0.7838860327102414
insert_jc_fix_3,0,0.79,0.7834391280164955
insert_jc_fix_3,0,0.8,0.7831918416574821
insert_jc_fix_3,0,0.81,0.7831708672396827
insert_jc_fix_3,0,0.8200000000000001,0.7831322950885552
insert_jc_fix_3,0,0.8300000000000001,0.7831863661571463
insert_jc_fix_3,0,0.84,0.783061018212646
insert_jc_fix_3,0,0.85,0.7831124486139635
insert_jc_fix_3,0,0.86,0.7834675850320462
insert_jc_fix_3,0,0.87,0.7837356855254816
insert_jc_fix_3,0,0.88,0.7838110571135243
insert_jc_fix_3,0,0.89,0.7838472278748841
insert_jc_fix_3,0,0.9,0.7840463322471054
insert_jc_fix_3,0,0.91,0.784740946289821
insert_jc_fix_3,0,0.92,0.7849260954291987
insert_jc_fix_3,0,0.93,0.7850342153002313
insert_jc_fix_3,0,0.9400000000000001,0.7850207877303669
insert_jc_fix_3,0,0.9500000000000001,0.7848973670761227
insert_jc_fix_3,0,0.96,0.7847625238173926
insert_jc_fix_3,0,0.97,0.7871509436979517
insert_jc_fix_3,0,0.98,0.7960057105125947
insert_jc_fix_3,0,0.99,0.7624513314444431
insert_jc_fix_3,0,1.0,0.7229534231647183
insert_jc_fix_3,1,0.0,0.21796686485491887
insert_jc_fix_3,1,0.01,0.18823437283098912
insert_jc_fix_3,1,0.02,0.18960627011919412
insert_jc_fix_3,1,0.03,0.1893583148571287
insert_jc_fix_3,1,0.04,0.18958501791126525
insert_jc_fix_3,1,0.05,0.18945587650510856
insert_jc_fix_3,1,0.06,0.19426406542827676
insert_jc_fix_3,1,0.07,0.1820758543811699
insert_jc_fix_3,1,0.08,0.15538439074200247
insert_jc_fix_3,1,0.09,0.39547241394791527
insert_jc_fix_3,1,0.1,1.0643234937300976
insert_jc_fix_3,1,0.11,1.475770931246649
insert_jc_fix_3,1,0.12,1.9315861698000552
insert_jc_fix_3,1,0.13,2.6280679423669517
insert_jc_fix_3,1,0.14,3.024183484268495
insert_jc_fix_3,1,0.15,3.509487616482798
insert_jc_fix_3,1,0.16,3.894881812117688
insert_jc_fix_3,1,0.17,3.9023838841191547
insert_jc_fix_3,1,0.18,4.577282175310389
insert_jc_fix_3,1,0.19,5.151111956150848
insert_jc_fix_3,1,0.2,5.3859162459074525
insert_jc_fix_3,1,0.21,5.370312432507871
insert_jc_fix_3,1,0.22,5.373108352162945
insert_jc_fix_3,1,0.23,6.854553468099468
insert_jc_fix_3,1,0.24,7.185151190963461
insert_jc_fix_3,1,0.25,6.568208833355295
insert_jc_fix_3,1,0.26,6.2456717249214675
insert_jc_fix_3,1,0.27,6.300214730576298
insert_jc_fix_3,1,0.28,6.396944096742658
insert_jc_fix_3,1,0.29,6.407290723730722
insert_jc_fix_3,1,0.3,6.413289967689625
insert_jc_fix_3,1,0.31,6.597149511585536
insert_jc_fix_3,1,0.32,6.894755702261192
insert_jc_fix_3,1,0.33,7.092212469095606
insert_jc_fix_3,1,0.34,7.121351399789205
insert_jc_fix_3,1,0.35000000000000003,6.802879046078493
insert_jc_fix_3,1,0.36,5.333621377034975
insert_jc_fix_3,1,0.37,4.42760267696759
insert_jc_fix_3,1,0.38,4.276071412925066
insert_jc_fix_3,1,0.39,4.016636656472344
insert_jc_fix_3,1,0.4,4.1430058577685
insert_jc_fix_3,1,0.41000000000000003,4.314001942098997
insert_jc_fix_3,1,0.42,4.925162044488607
insert_jc_fix_3,1,0.43,5.517326184832661
insert_jc_fix_3,1,0.44,5.583861519209095
insert_jc_fix_3,1,0.45,5.4865351818447925
insert_jc_fix_3,1,0.46,5.537010827749246
insert_jc_fix_3,1,0.47000000000000003,5.6870455439301
insert_jc_fix_3,1,0.48,5.788617189050202
insert_jc_fix_3,1,0.49,5.955319325577069
insert_jc_fix_3,1,0.5,6.234179997214851
insert_jc_fix_3,1,0.51,6.561526361163311
insert_jc_fix_3,1,0.52,6.623380815637229
insert_jc_fix_3,1,0.53,6.645724127927831
insert_jc_fix_3,1,0.54,6.364523551743947
insert_jc_fix_3,1,0.55,6.201719654138465
insert_jc_fix_3,1,0.56,6.152946558329836
insert_jc_fix_3,1,0.5700000000000001,6.135005925749816
insert_jc_fix_3,1,0.58,5.857832634880277
insert_jc_fix_3,1,0.59,5.787872609700722
insert_jc_fix_3,1,0.6,5.79009614982162
insert_jc_fix_3,1,0.61,5.756506636103042
insert_jc_fix_3,1,0.62,5.655640600324649
insert_jc_fix_3,1,0.63,5.600907881772963
insert_jc_fix_3,1,0.64,5.6167331141234245
insert_jc_fix_3,1,0.65,5.640566943532637
insert_jc_fix_3,1,0.66,5.647001652339102
insert_jc_fix_3,1,0.67,5.646738280352676
insert_jc_fix_3,1,0.68,5.645019707174433
insert_jc_fix_3,1,0.6900000000000001,5.251826981206331
insert_jc_fix_3,1,0.7000000000000001,5.092912117148178
insert_jc_fix_3,1,0.71,4.920432957088361
insert_jc_fix_3,1,0.72,4.948911907295984
insert_jc_fix_3,1,0.73,4.917363686025581
insert_jc_fix_3,1,0.74,4.536309139341248
insert_jc_fix_3,1,0.75,4.2749203967182385
insert_jc_fix_3,1,0.76,4.002445527055173
insert_jc_fix_3,1,0.77,3.845494999824612
insert_jc_fix_3,1,0.78,3.556722963922402
insert_jc_fix_3,1,0.79,3.208859452093626
insert_jc_fix_3,1,0.8,3.10568057085192
insert_jc_fix_3,1,0.81,2.977791131836179
insert_jc_fix_3,1,0.8200000000000001,2.8789266633918875
insert_jc_fix_3,1,0.8300000000000001,2.8386952270575203
insert_jc_fix_3,1,0.84,2.8286442500716773
insert_jc_fix_3,1,0.85,2.821314832883032
insert_jc_fix_3,1,0.86,2.8080995726046543
insert_jc_fix_3,1,0.87,2.8052383972486545
insert_jc_fix_3,1,0.88,2.798831780393937
insert_jc_fix_3,1,0.89,2.7963923225852034
insert_jc_fix_3,1,0.9,2.795083899665624
insert_jc_fix_3,1,0.91,2.7954793497801242
insert_jc_fix_3,1,0.92,2.7959500885875004
insert_jc_fix_3,1,0.93,2.7958781002010995
insert_jc_fix_3,1,0.9400000000000001,2.7962763209478925
insert_jc_fix_3,1,0.9500000000000001,2.796256076802041
insert_jc_fix_3,1,0.96,2.791035571884167
insert_jc_fix_3,1,0.97,2.770706697526971
insert_jc_fix_3,1,0.98,2.7692391552198123
insert_jc_fix_3,1,0.99,2.768583458436864
insert_jc_fix_3,1,1.0,2.7713682051300697
insert_jc_fix_3,2,0.0,0.2596753378864816
insert_jc_fix_3,2,0.01,0.2598552062927613
insert_jc_fix_3,2,0.02,0.26020679987771456
insert_jc_fix_3,2,0.03,0.259996000036632
insert_jc_fix_3,2,0.04,0.2608747869117941
insert_jc_fix_3,2,0.05,0.26117549815192737
insert_jc_fix_3,2,0.06,0.26625430346017503
insert_jc_fix_3,2,0.07,0.26933782372342346
insert_jc_fix_3,2,0.08,0.28481940561006713
insert_jc_fix_3,2,0.09,0.7976549313087911
insert_jc_fix_3,2,0.1,1.18223947613618
insert_jc_fix_3,2,0.11,1.8533243803280195
insert_jc_fix_3,2,0.12,2.019265904824875
insert_jc_fix_3,2,0.13,2.521064545351728
insert_jc_fix_3,2,0.14,2.669461473125418
insert_jc_fix_3,2,0.15,2.9812327244575307
insert_jc_fix_3,2,0.16,3.4197235618315
insert_jc_fix_3,2,0.17,3.407143979112555
insert_jc_fix_3,2,0.18,3.5054019068626046
insert_jc_fix_3,2,0.19,4.351921357122432
insert_jc_fix_3,2,0.2,4.819230182180156
insert_jc_fix_3,2,0.21,4.873349362436241
insert_jc_fix_3,2,0.22,5.16262093378645
insert_jc_fix_3,2,0.23,5.658870451518022
insert_jc_fix_3,2,0.24,5.615944525395575
insert_jc_fix_3,2,0.25,5.414669729985214
insert_jc_fix_3,2,0.26,5.009609977846498
insert_jc_fix_3,2,0.27,5.247779929665272
insert_jc_fix_3,2,0.28,5.07780560116805
insert_jc_fix_3,2,0.29,4.9036492986122155
insert_jc_fix_3,2,0.3,4.69110180052855
insert_jc_fix_3,2,0.31,4.462836361465061
insert_jc_fix_3,2,0.32,4.460428412239923
insert_jc_fix_3,2,0.33,4.447508612761697
insert_jc_fix_3,2,0.34,4.401644599540356
insert_jc_fix_3,2,0.35000000000000003,4.856944889768367
insert_jc_fix_3,2,0.36,5.494036039760176
insert_jc_fix_3,2,0.37,5.882886757026277
insert_jc_fix_3,2,0.38,6.2008299457863725
insert_jc_fix_3,2,0.39,6.186275300825031
insert_jc_fix_3,2,0.4,5.705428869266635
insert_jc_fix_3,2,0.41000000000000003,5.399817029111092
insert_jc_fix_3,2,0.42,5.478917774754923
insert_jc_fix_3,2,0.43,5.495245713811893
insert_jc_fix_3,2,0.44,5.2532868334216705
insert_jc_fix_3,2,0.45,4.609168304363157
insert_jc_fix_3,2,0.46,4.6066525842307255
insert_jc_fix_3,2,0.47000000000000003,4.497060192143322
insert_jc_fix_3,2,0.48,4.5399494789308426
insert_jc_fix_3,2,0.49,4.634926053835878
insert_jc_fix_3,2,0.5,4.654568361128886
insert_jc_fix_3,2,0.51,4.255931334361756
insert_jc_fix_3,2,0.52,3.9285253290366287
insert_jc_fix_3,2,0.53,3.866950532893017
insert_jc_fix_3,2,0.54,3.8647594703749397
insert_jc_fix_3,2,0.55,3.8610985947976797
insert_jc_fix_3,2,0.56,3.855533429215041
insert_jc_fix_3,2,0.5700000000000001,3.8584759715017816
insert_jc_fix_3,2,0.58,3.8572830659017576
insert_jc_fix_3,2,0.59,3.88210248526932
insert_jc_fix_3,2,0.6,3.8990459299275293
insert_jc_fix_3,2,0.61,3.897475330173367
insert_jc_fix_3,2,0.62,3.8986981672664767
insert_jc_fix_3,2,0.63,3.9006751748989457
insert_jc_fix_3,2,0.64,3.9214883977398185
insert_jc_fix_3,2,0.65,3.9681142202752278
insert_jc_fix_3,2,0.66,3.972312483213514
insert_jc_fix_3,2,0.67,3.972563170420363
insert_jc_fix_3,2,0.68,3.972276572914378
insert_jc_fix_3,2,0.6900000000000001,3.9642027226188703
insert_jc_fix_3,2,0.7000000000000001,3.956466758265348
insert_jc_fix_3,2,0.71,3.924503204757842
insert_jc_fix_3,2,0.72,3.8725498554713598
insert_jc_fix_3,2,0.73,3.809025328678478
insert_jc_fix_3,2,0.74,3.77651226398154
insert_jc_fix_3,2,0.75,3.752365704943162
insert_jc_fix_3,2,0.76,3.7318701528850107
insert_jc_fix_3,2,0.77,3.6904949411560453
insert_jc_fix_3,2,0.78,3.676308651086242
insert_jc_fix_3,2,0.79,3.6671057139397654
insert_jc_fix_3,2,0.8,3.645608252531567
insert_jc_fix_3,2,0.81,3.5880950258048823
insert_jc_fix_3,2,0.8200000000000001,3.5720454060348295
insert_jc_fix_3,2,0.8300000000000001,3.5932685799545445
insert_jc_fix_3,2,0.84,3.25629452964153
insert_jc_fix_3,2,0.85,3.2445250565017987
insert_jc_fix_3,2,0.86,3.238208552136287
insert_jc_fix_3,2,0.87,3.2317917997861754
insert_jc_fix_3,2,0.88,3.2261344045128126
insert_jc_fix_3,2,0.89,3.2245003942883574
insert_jc_fix_3,2,0.9,3.2236717165172855
insert_jc_fix_3,2,0.91,3.224283836190491
insert_jc_fix_3,2,0.92,3.2241203253825947
insert_jc_fix_3,2,0.93,3.2240158466201274
insert_jc_fix_3,2,0.9400000000000001,3.22406813615747
insert_jc_fix_3,2,0.9500000000000001,3.224141213545946
insert_jc_fix_3,2,0.96,3.224079360061119
insert_jc_fix_3,2,0.97,3.230628336198499
insert_jc_fix_3,2,0.98,3.2119940227170325
insert_jc_fix_3,2,0.99,3.202923432282543
insert_jc_fix_3,2,1.0,3.1974961448279577
insert_jc_fix_3,3,0.0,1.2039493133935049
insert_jc_fix_3,3,0.01,1.191285678809083
insert_jc_fix_3,3,0.02,1.169965327367489
insert_jc_fix_3,3,0.03,1.0841310953499614
insert_jc_fix_3,3,0.04,1.0156273386697428
insert_jc_fix_3,3,0.05,0.8647710312032673
insert_jc_fix_3,3,0.06,0.726684009396763
insert_jc_fix_3,3,0.07,0.5387432385773778
insert_jc_fix_3,3,0.08,0.6389742570551605
insert_jc_fix_3,3,0.09,0.3696697084727604
insert_jc_fix_3,3,0.1,0.5942642029369483
insert_jc_fix_3,3,0.11,1.153556929252601
insert_jc_fix_3,3,0.12,1.8416247547140148
insert_jc_fix_3,3,0.13,2.0307489689215763
insert_jc_fix_3,3,0.14,2.2163826224161456
insert_jc_fix_3,3,0.15,2.9947562096950944
insert_jc_fix_3,3,0.16,3.6516041892015907
insert_jc_fix_3,3,0.17,3.4852746158310675
insert_jc_fix_3,3,0.18,3.628797815474413
insert_jc_fix_3,3,0.19,3.637632957239355
insert_jc_fix_3,3,0.2,4.169579925779686
insert_jc_fix_3,3,0.21,4.676055208402717
insert_jc_fix_3,3,0.22,4.783344749205563
insert_jc_fix_3,3,0.23,4.800942088765645
insert_jc_fix_3,3,0.24,4.570160755150314
insert_jc_fix_3,3,0.25,4.412949229566739
insert_jc_fix_3,3,0.26,4.442248699258111
insert_jc_fix_3,3,0.27,4.4505492081668425
insert_jc_fix_3,3,0.28,4.446898229352474
insert_jc_fix_3,3,0.29,4.760656592781843
insert_jc_fix_3,3,0.3,5.094394429389779
insert_jc_fix_3,3,0.31,5.5133956752240945
insert_jc_fix_3,3,0.32,6.047011732150956
insert_jc_fix_3,3,0.33,6.183467776486481
insert_jc_fix_3,3,0.34,6.47640659202056
insert_jc_fix_3,3,0.35000000000000003,6.569488680683853
insert_jc_fix_3,3,0.36,6.792499999559485
insert_jc_fix_3,3,0.37,6.897487392294831
insert_jc_fix_3,3,0.38,6.652226935065966
insert_jc_fix_3,3,0.39,6.4721071758963875
insert_jc_fix_3,3,0.4,6.835177945406211
insert_jc_fix_3,3,0.41000000000000003,7.266510757263262
insert_jc_fix_3,3,0.42,6.952653981300831
insert_jc_fix_3,3,0.43,6.830829679989238
insert_jc_fix_3,3,0.44,6.935534542782938
insert_jc_fix_3,3,0.45,7.265065551904248
insert_jc_fix_3,3,0.46,7.206461706765725
insert_jc_fix_3,3,0.47000000000000003,7.314639260371403
insert_jc_fix_3,3,0.48,6.106763721405039
insert_jc_fix_3,3,0.49,5.706550244132581
insert_jc_fix_3,3,0.5,5.6600847676833235
insert_jc_fix_3,3,0.51,5.367545793240729
insert_jc_fix_3,3,0.52,5.157898888010802
insert_jc_fix_3,3,0.53,4.741853416645128
insert_jc_fix_3,3,0.54,4.779410595402612
insert_jc_fix_3,3,0.55,4.7729290187987745
insert_jc_fix_3,3,0.56,4.481792613075997
insert_jc_fix_3,3,0.5700000000000001,4.324824679236573
insert_jc_fix_3,3,0.58,4.370046493250396
insert_jc_fix_3,3,0.59,3.8631909740987243
insert_jc_fix_3,3,0.6,3.4873390715475567
insert_jc_fix_3,3,0.61,3.290736086129421
insert_jc_fix_3,3,0.62,2.952960612500762
insert_jc_fix_3,3,0.63,2.794035458832532
insert_jc_fix_3,3,0.64,2.601272932077252
insert_jc_fix_3,3,0.65,2.158055935272011
insert_jc_fix_3,3,0.66,1.8888519023637855
insert_jc_fix_3,3,0.67,1.7919897276334453
insert_jc_fix_3,3,0.68,1.7025967883048774
insert_jc_fix_3,3,0.6900000000000001,1.5957769111377367
insert_jc_fix_3,3,0.7000000000000001,1.5806718354790052
insert_jc_fix_3,3,0.71,1.5840708441613103
insert_jc_fix_3,3,0.72,1.4743409776855312
insert_jc_fix_3,3,0.73,1.4630266145568576
insert_jc_fix_3,3,0.74,1.4599280101123908
insert_jc_fix_3,3,0.75,1.254286024550481
insert_jc_fix_3,3,0.76,0.9320337434781103
insert_jc_fix_3,3,0.77,0.5509748499754771
insert_jc_fix_3,3,0.78,0.36669547418357246
insert_jc_fix_3,3,0.79,0.9017862538965082
insert_jc_fix_3,3,0.8,0.8681864724045164
insert_jc_fix_3,3,0.81,0.8102798061175481
insert_jc_fix_3,3,0.8200000000000001,0.8021533653242823
insert_jc_fix_3,3,0.8300000000000001,0.7703446767108008
insert_jc_fix_3,3,0.84,0.7270436376230235
insert_jc_fix_3,3,0.85,0.5634799014541746
insert_jc_fix_3,3,0.86,0.44941814693428694
insert_jc_fix_3,3,0.87,0.5042223437579474
insert_jc_fix_3,3,0.88,1.091773198064822
insert_jc_fix_3,3,0.89,1.4255461524149122
insert_jc_fix_3,3,0.9,1.4499630042531473
insert_jc_fix_3,3,0.91,1.4575320403422056
insert_jc_fix_3,3,0.92,1.4569347441471876
insert_jc_fix_3,3,0.93,1.4557688822077053
insert_jc_fix_3,3,0.9400000000000001,1.3267448023533814
insert_jc_fix_3,3,0.9500000000000001,1.210992205164292
insert_jc_fix_3,3,0.96,1.1859065171753322
insert_jc_fix_3,3,0.97,1.135579941512443
insert_jc_fix_3,3,0.98,0.8485235237020574
insert_jc_fix_3,3,0.99,0.8223349489785853
insert_jc_fix_3,3,1.0,0.8121666896018387
insert_jc_fix_3,4,0.0,1.3136522742440997
insert_jc_fix_3,4,0.01,1.3145880085230477
insert_jc_fix_3,4,0.02,1.3151196195282222
insert_jc_fix_3,4,0.03,1.316243267840703
insert_jc_fix_3,4,0.04,1.3172064559734569
insert_jc_fix_3,4,0.05,1.3215507367456705
insert_jc_fix_3,4,0.06,1.32775304824493
insert_jc_fix_3,4,0.07,1.3202153491960698
insert_jc_fix_3,4,0.08,1.3127300442154193
insert_jc_fix_3,4,0.09,1.3123972935931179
insert_jc_fix_3,4,0.1,1.3181625760810953
insert_jc_fix_3,4,0.11,1.3175582449009464
insert_jc_fix_3,4,0.12,1.3169824502683276
insert_jc_fix_3,4,0.13,1.3115008129720807
insert_jc_fix_3,4,0.14,1.3153835516313022
insert_jc_fix_3,4,0.15,1.317052612675285
insert_jc_fix_3,4,0.16,1.327314731917645
insert_jc_fix_3,4,0.17,1.3509968668890884
insert_jc_fix_3,4,0.18,1.3503935430153666
insert_jc_fix_3,4,0.19,1.3077904041701656
insert_jc_fix_3,4,0.2,1.4719860473232813
insert_jc_fix_3,4,0.21,2.1617453009362504
insert_jc_fix_3,4,0.22,2.9117717120791147
insert_jc_fix_3,4,0.23,3.3401198421270615
insert_jc_fix_3,4,0.24,4.2416735106665175
insert_jc_fix_3,4,0.25,5.117270456443538
insert_jc_fix_3,4,0.26,5.593243756599633
insert_jc_fix_3,4,0.27,6.220097762724554
insert_jc_fix_3,4,0.28,6.949093636397277
insert_jc_fix_3,4,0.29,6.796555069209841
insert_jc_fix_3,4,0.3,6.749815404456399
insert_jc_fix_3,4,0.31,6.94911425075526
insert_jc_fix_3,4,0.32,7.5363661897706615
insert_jc_fix_3,4,0.33,8.184497390204038
insert_jc_fix_3,4,0.34,8.062406068576198
insert_jc_fix_3,4,0.35000000000000003,7.721433236993505
insert_jc_fix_3,4,0.36,7.568535587221653
insert_jc_fix_3,4,0.37,7.644437347507004
insert_jc_fix_3,4,0.38,7.656091810933736
insert_jc_fix_3,4,0.39,7.588316485215168
insert_jc_fix_3,4,0.4,7.6195138777044455
insert_jc_fix_3,4,0.41000000000000003,6.088735436942346
insert_jc_fix_3,4,0.42,5.426305415729677
insert_jc_fix_3,4,0.43,5.2152430818796
insert_jc_fix_3,4,0.44,4.962724997690252
insert_jc_fix_3,4,0.45,4.740580562119641
insert_jc_fix_3,4,0.46,4.6234626032696235
insert_jc_fix_3,4,0.47000000000000003,4.496168729280992
insert_jc_fix_3,4,0.48,4.448682831289274
insert_jc_fix_3,4,0.49,4.1436604313715675
insert_jc_fix_3,4,0.5,4.189010071802209
insert_jc_fix_3,4,0.51,4.326516409223409
insert_jc_fix_3,4,0.52,4.201331788052713
insert_jc_fix_3,4,0.53,4.03694138385555
insert_jc_fix_3,4,0.54,3.9286182290815237
insert_jc_fix_3,4,0.55,3.8492216341680034
insert_jc_fix_3,4,0.56,3.7993506813035878
insert_jc_fix_3,4,0.5700000000000001,3.6593380813682996
insert_jc_fix_3,4,0.58,3.5570279931085786
insert_jc_fix_3,4,0.59,3.3797252370103315
insert_jc_fix_3,4,0.6,3.2827599010289004
insert_jc_fix_3,4,0.61,3.028106035090535
insert_jc_fix_3,4,0.62,2.8850978877917046
insert_jc_fix_3,4,0.63,2.816175679473975
insert_jc_fix_3,4,0.64,2.5989025541804103
insert_jc_fix_3,4,0.65,2.543677540125403
insert_jc_fix_3,4,0.66,2.512860223295816
insert_jc_fix_3,4,0.67,2.4635707956278488
insert_jc_fix_3,4,0.68,2.257015692015117
insert_jc_fix_3,4,0.6900000000000001,2.2425401650473034
insert_jc_fix_3,4,0.7000000000000001,2.2491907962731736
insert_jc_fix_3,4,0.71,2.264017474978547
insert_jc_fix_3,4,0.72,2.237064973023299
insert_jc_fix_3,4,0.73,2.2244202361894745
insert_jc_fix_3,4,0.74,2.207530032265323
insert_jc_fix_3,4,0.75,2.0866100949729742
insert_jc_fix_3,4,0.76,1.9301097343158704
insert_jc_fix_3,4,0.77,1.895667507768315
insert_jc_fix_3,4,0.78,1.8340907046621604
insert_jc_fix_3,4,0.79,1.653039689178179
insert_jc_fix_3,4,0.8,1.5293880113101825
insert_jc_fix_3,4,0.81,1.3802603183092501
insert_jc_fix_3,4,0.8200000000000001,1.2737480053983343
insert_jc_fix_3,4,0.8300000000000001,1.2583662295071296
insert_jc_fix_3,4,0.84,1.2525855117378266
insert_jc_fix_3,4,0.85,1.2519138983808784
insert_jc_fix_3,4,0.86,1.2533269512465086
insert_jc_fix_3,4,0.87,1.253209761071607
insert_jc_fix_3,4,0.88,1.2515190574090886
insert_jc_fix_3,4,0.89,1.251626025238449
insert_jc_fix_3,4,0.9,1.251612378620755
insert_jc_fix_3,4,0.91,1.2519162740305074
insert_jc_fix_3,4,0.92,1.2520233633017208
insert_jc_fix_3,4,0.93,1.2521077670128566
insert_jc_fix_3,4,0.9400000000000001,1.2521714331331846
insert_jc_fix_3,4,0.9500000000000001,1.2485011030806008
insert_jc_fix_3,4,0.96,1.2425441537643462
insert_jc_fix_3,4,0.97,1.2418448242946487
insert_jc_fix_3,4,0.98,1.2403629349086338
insert_jc_fix_3,4,0.99,1.239215621903956
insert_jc_fix_3,4,1.0,1.2439387732060305
insert_jc_fix_3,5,0.0,2.3355141339404613
insert_jc_fix_3,5,0.01,2.31575054095016
insert_jc_fix_3,5,0.02,2.3052278754599977
insert_jc_fix_3,5,0.03,2.3021161590042403
insert_jc_fix_3,5,0.04,2.299682642064496
insert_jc_fix_3,5,0.05,2.270004081024402
insert_jc_fix_3,5,0.06,2.2470505217929646
insert_jc_fix_3,5,0.07,2.238304720530408
insert_jc_fix_3,5,0.08,2.2714993770870118
insert_jc_fix_3,5,0.09,2.2966893778931947
insert_jc_fix_3,5,0.1,2.5735910323012887
insert_jc_fix_3,5,0.11,3.246885142273441
insert_jc_fix_3,5,0.12,4.2506155644159875
insert_jc_fix_3,5,0.13,4.7545829791765195
insert_jc_fix_3,5,0.14,5.140945062604317
insert_jc_fix_3,5,0.15,5.883845944586279
insert_jc_fix_3,5,0.16,6.506739278681734
insert_jc_fix_3,5,0.17,7.128306023324328
insert_jc_fix_3,5,0.18,8.066479727439374
insert_jc_fix_3,5,0.19,8.168134328999802
insert_jc_fix_3,5,0.2,8.712350167010769
insert_jc_fix_3,5,0.21,8.856001466151017
insert_jc_fix_3,5,0.22,8.860552649586998
insert_jc_fix_3,5,0.23,8.865316887268035
insert_jc_fix_3,5,0.24,8.847166059706517
insert_jc_fix_3,5,0.25,8.687571973510227
insert_jc_fix_3,5,0.26,8.385236038481771
insert_jc_fix_3,5,0.27,7.96280206815901
insert_jc_fix_3,5,0.28,7.620366143819306
insert_jc_fix_3,5,0.29,7.39580649212313
insert_jc_fix_3,5,0.3,7.328152765603325
insert_jc_fix_3,5,0.31,7.3016935700387275
